,url,label,result,@,?,-,=,.,#,%,+,$,!,*,",",//,HasHostname,IsHttps,numberCount,alphabetCount,shortUrl,ipAddress,ageLess12Mon,endLess6Mon,hasIfram,hasMouseOver,disabledRightClick,isMultiDirected
57,https://www.aoltv.com/show/lewis-blacks-root-of-all-evil/186011,0,0,0,0,5,0,2,0,0,0,0,0,0,0,1,1,1,6,44,0,0,1,1,1,1,1,1
58,https://www.imdb.com/title/tt0114146/,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,1,7,22,0,0,1,1,1,1,1,1
59,https://www.fw.ky.gov/newsrelease.asp?nid=185,0,0,0,1,0,1,4,0,0,0,0,0,0,0,1,1,1,3,32,0,0,1,1,0,0,1,0
60,https://www.mobygames.com/game/fifa-2000-major-league-soccer,0,0,0,0,4,0,2,0,0,0,0,0,0,0,1,1,1,4,45,0,0,1,1,0,0,1,0
61,https://www.ctwomensbasketballhalloffame.com/years/2004.html,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,1,4,48,0,0,1,1,1,1,1,1
62,https://www.wikiporno.org/wiki/Trans_X_4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,1,1,30,0,0,1,1,1,1,1,1
63,https://www.allyourjazz.com/2009/06/san-mateo-jazz-station-kcsm-911-fm-fights-to-stay-alive-benefit-concerts-scheduled-for-june-30th/,0,0,0,0,16,0,2,0,0,0,0,0,0,0,1,1,1,11,97,0,0,1,1,1,1,1,1
64,https://www.ted.com/talks/paul_bloom_the_origins_of_pleasure.html,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,1,0,52,0,0,1,1,0,0,1,0
65,https://www.corporationwiki.com/New-York/New-Hyde-Park/richard-n-adonailo-P5436605.aspx,0,0,0,0,6,0,3,0,0,0,0,0,0,0,1,1,1,7,65,0,0,1,1,0,0,1,0
66,https://www.yellowpages.com/clackamas-or/mip/kaiser-permanente-kaiser-sunnyside-medical-center-452759704,0,0,0,0,7,0,2,0,0,0,0,0,0,0,1,1,1,9,80,0,0,1,1,1,1,1,1
67,https://www.infoplease.com/ce6/world/A0915509.html,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,1,8,33,0,0,1,1,0,0,1,0
68,https://www.realclearpolitics.com/epolls/2012/senate/fl/florida_senate_mack_vs_nelson-1847.html,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,1,1,8,71,0,0,1,1,0,0,1,0
69,https://www.legacy.com/obituaries/hartfordcourant/obituary.aspx?n=patricia-a-ellis&pid=152824561,0,0,0,1,2,2,3,0,0,0,0,0,0,0,1,1,1,9,72,0,0,1,1,0,0,1,0
70,https://www.paranormalromance.org/reviews/book.php?id=15852,0,0,0,1,0,1,3,0,0,0,0,0,0,0,1,1,1,5,44,0,0,1,1,1,1,1,1
71,https://www.circoncisionmontreal.com/,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,1,0,31,0,0,1,1,1,1,1,1
72,https://www.cihr-irsc.gc.ca/e/25116.html,0,0,0,0,1,0,4,0,0,0,0,0,0,0,1,1,1,5,25,0,0,1,1,0,0,1,0
73,https://www.mylife.com/zip-codes/b3-338795/,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,1,1,7,26,0,0,1,1,0,0,1,0
74,https://www.urbandictionary.com/define.php?term=George%20Carlin&defid=5145301,0,0,0,1,0,2,3,0,1,0,0,0,0,0,1,1,1,9,56,0,0,1,1,0,0,1,0
75,https://www.familysearch.org/Eng/Search/ancestorsearchresults.asp?last_name=Vivers,0,0,0,1,0,1,3,0,0,0,0,0,0,0,1,1,1,0,70,0,0,1,1,0,0,1,0
76,https://www.englishfolkdance.org/cotsmorr.shtml,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,1,0,40,0,0,1,1,1,1,1,1
77,https://www.youtube.com/watch?v=6-R4R1FifEs,0,0,0,1,1,1,2,0,0,0,0,0,0,0,1,1,1,3,31,0,0,1,1,0,0,1,0
78,https://www.filmfedbabies.blogspot.com/,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,1,0,32,1,0,1,1,1,1,1,1
79,https://www.turkey.usembassy.gov/,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,1,0,26,0,0,1,1,1,1,1,1
80,https://www.cbssports.com/nfl/draft/nfldraftscout-ChadReuter,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,1,1,0,51,0,0,1,1,0,0,1,0
81,https://www.raphaelsaadiqtickets.com/,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,1,0,31,0,0,1,1,1,1,1,1
82,https://www.manta.com/c/mm2wj1n/kcpt,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,1,2,26,0,0,1,1,0,0,1,0
83,https://www.mylife.com/c-1691625148,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,1,1,10,18,0,0,1,1,0,0,1,0
84,https://www.coolrunning.com/results/11/ma/Jul27_GNBTCF_set1.shtml,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,1,5,48,0,0,1,1,1,1,1,1
85,https://www.zimbio.com/Quebec,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,1,0,23,0,0,1,1,0,0,1,0
86,https://www.en.goldenmap.com/Pakistani_films_of_1988,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,1,4,38,0,0,1,1,1,1,1,1
87,https://www.bleacherreport.com/articles/814112-ap-poll-college-football-2011-news-notes-and-predictions/entry/118689-ap-poll-college-football-san-diego-state-aztecs-will-crack-top-25-rankings,0,0,0,0,22,0,2,0,0,0,0,0,0,0,1,1,1,18,142,1,0,1,1,0,0,1,0
88,https://www.rofo.com/listings/CA/Oakland/409-13th-St-71054.html,0,0,0,0,3,0,3,0,0,0,0,0,0,0,1,1,1,10,40,0,0,1,1,0,0,1,0
89,https://www.youtube.com/watch?v=8JCd0ai6Il4,0,0,0,1,0,1,2,0,0,0,0,0,0,0,1,1,1,4,31,0,0,1,1,0,0,1,0
90,https://www.facebook.com/pages/California-College-of-the-Arts/106116222753298,0,0,0,0,4,0,2,0,0,0,0,0,0,0,1,1,1,15,50,0,0,1,1,0,0,1,0
91,https://www.mypages.netopia.com/blackcomedy/getyourlaughon/,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,1,0,50,0,0,1,1,1,1,1,1
92,https://www.dictionary.sensagent.com/juliette+huot/fr-fr/,0,0,0,0,1,0,3,0,0,1,0,0,0,0,1,1,1,0,46,1,0,1,1,1,1,1,1
93,https://www.dodgejeffgen.com/archive/Jefferson_UnionCemetery.htm,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,1,0,55,0,0,1,1,0,0,1,0
94,https://www.123people.co.uk/s/rudy+reyes,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,1,1,3,28,0,0,1,1,1,1,1,1
95,https://www.fanbase.com/Texas-A-M-Aggies-Mens-Basketball-2009-10,0,0,0,0,7,0,2,0,0,0,0,0,0,0,1,1,1,6,45,0,0,1,1,0,0,1,1
96,https://www.commons.wikimedia.org/wiki/Category:Manufacturing_companies_by_country,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,1,0,70,0,0,1,1,1,1,1,1
97,https://www.legacy.com/obituaries/dayton/obituary.aspx?n=thomas-o-biggs&pid=154199770,0,0,0,1,2,2,3,0,0,0,0,0,0,0,1,1,1,9,61,0,0,1,1,0,0,1,0
98,https://www.floristone.com/california-california/los-angeles/good-samaritan-hospital-flowers-42633.htm,0,0,0,0,6,0,3,0,0,0,0,0,0,0,1,1,1,5,82,0,0,1,1,0,0,1,0
99,https://www.192.com/atoz/people/makepeace/chris/,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,1,3,35,0,0,1,1,0,0,1,0
100,https://www.yelp.com/biz/kfog-fm-104-5-and-97-7-san-francisco,0,0,0,0,8,0,2,0,0,0,0,0,0,0,1,1,1,7,39,0,0,1,1,0,0,1,0
101,https://www.homunculus.com/eikona/gabrielle.html,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,1,0,40,0,0,1,1,1,1,1,1
102,https://www.chacha.com/question/are-most-of-the-comedians-jewish,0,0,0,0,5,0,2,0,0,0,0,0,0,0,1,1,1,0,52,0,0,1,1,1,1,1,1
103,https://www.redbooks.sus.mcgill.ca/index.php/McGill_Medicine,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,1,1,0,49,0,0,1,1,1,1,1,1
104,https://www.statsheet.com/mcb/drafts/nba_team/Golden-State-Warriors,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,1,1,0,55,1,0,1,1,1,1,1,1
105,https://www.world-cup-2010-south-africa.info/,0,0,0,0,4,0,2,0,0,0,0,0,0,0,1,1,1,4,31,0,0,1,1,1,1,1,1
106,https://www.colleges.usnews.rankingsandreviews.com/best-colleges/university-of-north-carolina-chapel-hill-2974,0,0,0,0,7,0,4,0,0,0,0,0,0,0,1,1,1,4,90,0,0,1,1,1,1,1,1
107,https://www.askville.amazon.com/Missouri-tigers-football-survive-loss-yesterday/AnswerViewer.do?requestId=59104532,0,0,0,1,5,1,4,0,0,0,0,0,0,0,1,1,1,8,90,0,0,1,1,1,1,1,1
108,https://www.vitals.com/doctors/Dr_Barry_Samson.html,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,1,0,41,0,0,1,1,0,0,1,0
109,https://www.worksessions.com/record_labels/,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,1,0,35,0,0,1,1,0,0,1,0
110,https://www.prohockeytalk.nbcsports.com/2011/04/15/vincent-damphousse-responds-to-domestic-abuse-charges-also-accuses-wife-of-assault/,0,0,0,0,11,0,3,0,0,0,0,0,0,0,1,1,1,8,104,0,0,1,1,1,1,1,1
111,https://www.snitchseeker.com/harry-potter-news/harry-potter-actors-attend-2011-london-evening-standard-british-film-awards-79590/,0,0,0,0,13,0,2,0,0,0,0,0,0,0,1,1,1,9,99,0,0,1,1,0,0,1,0
112,https://www.scores.espn.go.com/ncf/recap?gameId=242760023,0,0,0,1,0,1,4,0,0,0,0,0,0,0,1,1,1,9,37,0,0,1,1,1,1,1,1
113,https://www.oaklandraiders.stores.yahoo.net/,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,1,1,0,36,0,0,1,1,1,1,1,1
114,https://www.youtube.com/watch?v=R6TIGApo1Iw,0,0,0,1,0,1,2,0,0,0,0,0,0,0,1,1,1,2,33,0,0,1,1,0,0,1,0
115,https://www.fanpop.com/spots/tyler-blackburn/images,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,1,1,0,42,0,0,1,1,0,0,1,0
116,https://www.parishesonline.com/scripts/usmap.asp,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,1,0,40,0,0,1,1,1,1,1,1
117,https://www.nytimes.com/keyword/trans-world-airlines,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,1,1,0,43,0,0,1,1,0,0,1,0
118,https://www.projectoverdose.com/index.php?section=news,0,0,0,1,0,1,3,0,0,0,0,0,0,0,1,1,1,0,45,0,0,1,1,1,1,1,1
119,https://www.historycentral.com/Navy/cruiser/Augusta.html,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,1,0,47,0,0,1,1,0,0,1,0
120,https://www.stonebridgeapartments.lbu.com/,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,1,0,35,0,0,1,1,1,1,1,1
121,https://www.tierodend.com/,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,1,0,20,0,0,1,1,0,0,1,0
122,https://www.thepiratebay.org/torrent/4321479/Cosmic_Slop_Shop_-_Da_Family,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,1,1,7,52,0,0,1,1,1,1,1,1
123,https://www.ebay.com/sch/i.html?_nkw=nc+basketball,0,0,0,1,0,1,3,0,0,1,0,0,0,0,1,1,1,0,38,0,0,1,1,0,0,1,0
124,https://www.und.com/sports/m-footbl/mtt/stickles_monty00.html,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,1,1,2,47,0,0,1,1,1,1,1,1
125,https://www.forums.musicplayer.com/ubbthreads.php/topics/2316263/Do_Joe_Walsh_and_Paul_Barrere_,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,1,1,7,71,0,0,1,1,1,1,1,1
126,https://www.canada.com/nationalpost/news/story.html?id=a025bf59-94c1-4f10-9c32-86cae019afdd&k=25,0,0,0,1,4,2,3,0,0,0,0,0,0,0,1,1,1,21,58,0,0,1,1,1,1,1,1
127,https://www.users.usinternet.com/dfnels/godefroy-zip.htm,0,0,0,0,1,0,4,0,0,0,0,0,0,0,1,1,1,0,46,1,0,1,1,1,1,1,1
128,https://www.imagi-nation.com/moonstruck/albm26.html,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,1,1,2,40,0,0,1,1,1,1,1,1
129,https://www.wn.com/Angus_MacDonald_(footballer),0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,1,0,37,0,0,1,1,0,0,1,0
130,https://www.multiculturalcanada.ca/Encyclopedia/A-Z/f4/3,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,1,1,2,44,0,0,1,1,0,0,1,0
131,https://www.bbc.co.uk/music/reviews/mh28,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,1,2,29,0,0,1,1,0,0,1,0
132,https://www.answers.com/topic/saint-germain-en-laye,0,0,0,0,3,0,2,0,0,0,0,0,0,0,1,1,1,0,41,0,0,1,1,0,0,1,0
133,https://www.basketball-reference.com/teams/INO/1952.html,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,1,1,4,42,0,0,1,1,0,0,1,0
134,https://www.lvc.edu/honor-roll-2010/walter-society.aspx,0,0,0,0,3,0,3,0,0,0,0,0,0,0,1,1,1,4,40,0,0,1,1,0,0,1,0
135,https://www.zendayacoleman.org/,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,1,0,25,0,0,1,1,0,0,1,0
136,https://www.capperspicks.com/blog/nfl/2010-titans-season-win-total-odds-prediction-230810/,0,0,0,0,7,0,2,0,0,0,0,0,0,0,1,1,1,10,64,0,0,1,1,0,0,1,0
137,https://www.usssa.com/sports/Team3.asp?TeamID=1542227,0,0,0,1,0,1,3,0,0,0,0,0,0,0,1,1,1,8,35,0,0,1,1,0,0,1,0
138,https://www.classicsoulmusic.blogspot.com/,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,1,0,35,1,0,1,1,1,1,1,1
139,https://www.solosprint.ca/,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,1,0,20,0,0,1,1,1,1,1,1
140,https://www.en.wikipedia.org/wiki/Eagle-Eye_Cherry,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,1,1,0,40,0,0,1,1,1,1,1,1
141,https://www.qdg.ca/restaurant/steakerie-le-sainte-marie,0,0,0,0,3,0,2,0,0,0,0,0,0,0,1,1,1,0,45,0,0,1,1,0,0,1,0
142,https://www.freebase.com/view/en/walt_disney_feature_animation,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,1,0,51,0,0,1,1,1,1,1,1
143,https://www.articles.orlandosentinel.com/2011-08-28/sports/os-diaz-mike-flanagan-mlb-0830-20110828_1_flanny-pitchers-freak-show,0,0,0,0,11,0,3,0,0,0,0,0,0,0,1,1,1,21,84,0,0,1,1,1,1,1,1
144,https://www.mylife.com/barton19802962d,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,1,8,24,0,0,1,1,0,0,1,0
145,https://www.ir.whu.edu.cn:8080/expert/sciPublication.jsp?ExpertId=1746&lenList=all,0,0,0,1,0,2,5,0,0,0,0,0,0,0,1,1,1,8,59,0,0,1,1,1,1,1,1
146,https://www.evri.com/organization/alfreton-town-0x6326e,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,1,1,5,41,0,0,1,1,0,0,1,0
147,https://www.allstarpics.net/pic-gallery/suzanne-ridgeway-pics.htm,0,0,0,0,3,0,3,0,0,0,0,0,0,0,1,1,1,0,54,0,0,1,1,0,0,1,1
148,https://www.thecommonthreaddm.blogspot.com/,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,1,0,36,1,0,1,1,1,1,1,1
149,https://www.kecoughtanband.weebly.com/warrior-classic.html,0,0,0,0,1,0,4,0,0,0,0,0,0,0,1,1,1,0,49,0,0,1,1,1,1,1,1
150,https://www.manta.com/c/mtklfsr/tower-landfill,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,1,1,0,37,0,0,1,1,0,0,1,0
151,https://www.myetymology.com/encyclopedia/Almeria.html,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,1,0,45,0,0,1,1,0,1,1,1
152,https://www.allmusic.com/album/r14580,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,1,5,25,0,0,1,1,1,1,1,1
153,https://www.dickssportinggoods.com/product/index.jsp?productId=4303759,0,0,0,1,0,1,3,0,0,0,0,0,0,0,1,1,1,7,53,0,0,1,1,0,0,1,0
154,https://www.ideas.repec.org/j/G29.html,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,1,1,2,27,0,0,1,1,1,1,1,1
155,https://www.amazon.com/Complete-Films-Ingrid-Bergman-Citadel/dp/0806509724,0,0,0,0,4,0,2,0,0,0,0,0,0,0,1,1,1,10,52,0,0,1,1,0,0,1,0
156,https://www.comingsoon.net/news/movienews.php?id=77076,0,0,0,1,0,1,3,0,0,0,0,0,0,0,1,1,1,5,39,0,0,1,1,0,0,1,0
157,https://www.sportsillustrated.cnn.com/vault/article/magazine/MAG1077117/index.htm,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,1,1,7,62,0,0,1,1,1,1,1,1
158,https://www.websters-online-dictionary.org/definitions/Seguin?cx=partner-pub-0939450753529744%3Av0qd01-tdlq&cof=FORID%3A9&ie=UTF-8&q=Seguin&sa=Search,0,0,0,1,6,5,2,0,2,0,0,0,0,0,1,1,1,23,101,0,0,1,1,1,1,1,1
