,url,type,@,?,-,=,.,#,%,+,$,!,*,",",//,HasHostname,IsHttps,numberCount,alphabetCount,shortUrl,ipAddress,ageLess12Mon,endLess6Mon,hasIfram,hasMouseOver,disabledRightClick,isMultiDirected
42,http://3cf.ru/2015/07/20/stroitelstvo-energomosta-v-krym-oboidetsia-v-47-mlrd-ryb/,3,0,0,8,0,1,0,0,0,0,0,0,0,1,1,0,11,54,0,0,1,1,1,1,1,1
43,http://9779.info/%E5%84%BF%E7%AB%A5%E5%BD%A9%E7%BA%BF%E8%B4%B4%E7%94%BB/,3,0,0,0,0,1,0,18,0,0,0,0,0,1,1,0,18,30,0,0,1,1,0,1,1,1
44,http://chinacxyy.com/newscodejs.asp?lm2=201&list=9&icon=0&tj=0&font=10.5&hot=0&new=0&line=24&lmname=0&open=1&n=34&more=0&t=0&week=0&zzly=0&hit=0&pls=0&dot=0&tcolor=CCCCCC,3,0,1,0,19,3,0,0,0,0,0,0,0,1,1,0,25,100,0,0,1,1,0,1,1,1
45,http://9779.info/%E5%B9%BC%E5%84%BF%E5%9B%AD%E6%89%8B%E5%B7%A5%E7%B2%98%E8%B4%B4%E7%94%BB%E6%95%99%E6%A1%88/,3,0,0,0,0,1,0,30,0,0,0,0,0,1,1,0,37,35,0,0,1,1,0,1,1,1
46,http://www.xj9599.com/app/member/cps.php?uid=f554ab9b50d41d8cd98fra3&pages=cp,3,0,1,0,2,3,0,0,0,0,0,0,0,1,1,0,16,48,0,0,1,1,1,1,1,1
47,http://www.pubyun.com/wiki/lib/exe/css.php?t=dokuwiki&tseed=f1f16e8c6142fab8553f2b9cfe045961,3,0,1,0,2,3,0,0,0,0,0,0,0,1,1,0,20,58,0,0,1,1,0,1,1,1
48,sunusa.in,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,1,1,1,1,1
49,http://www.jin0044.com/app/member/main.php?uid=guest&langx=zh-cn&page_site=ball,3,0,1,1,3,3,0,0,0,0,0,0,0,1,1,0,4,58,0,0,1,1,0,1,1,1
50,http://9779.info/%E5%B8%83%E8%B4%B4%E7%94%BB%E5%9B%BE%E7%89%87%E5%A4%A7%E5%85%A8%E7%AE%80%E5%8D%95/,3,0,0,0,0,1,0,27,0,0,0,0,0,1,1,0,35,31,0,0,1,1,0,1,1,1
51,http://13801993263.com/wp-content/themes/glossy-stylo/style.css?ver=4.2.2,3,0,1,2,1,4,0,0,0,0,0,0,0,1,1,0,14,44,0,0,1,1,1,1,1,1
52,http://9779.info/%E5%84%BF%E7%AB%A5%E5%9B%BE%E5%BD%A2%E7%B2%98%E8%B4%B4%E7%94%BB/,3,0,0,0,0,1,0,21,0,0,0,0,0,1,1,0,23,31,0,0,1,1,0,1,1,1
53,http://chinesevie.com/index.php?option=com_contact&view=contact&id=1&Itemid=57&lang=en,3,0,1,0,5,2,0,0,0,0,0,0,0,1,1,0,3,66,0,0,1,1,1,1,1,1
54,http://troikacapital.ru/novye_formy_registratsii_uridicheskih_lits_i_ip,3,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,60,0,0,1,1,0,1,1,1
55,http://i3.17173cdn.com/2fhnvk/YWxqaGBf/outcms/DijOlXbjzmshgAC.jpg,3,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,7,48,0,0,1,1,0,1,1,1
56,christinelebeck.com,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18,0,0,1,1,1,1,1,1
57,http://www.vilagnomad.com/tables/signature-loans-no-credit-check.php,3,0,0,4,0,3,0,0,0,0,0,0,0,1,1,0,0,56,0,0,1,1,0,1,1,1
58,http://9779.info/%E6%BC%82%E4%BA%AE%E7%9A%84%E6%92%95%E8%B4%B4%E7%94%BB/,3,0,0,0,0,1,0,18,0,0,0,0,0,1,1,0,23,25,0,0,1,1,0,1,1,1
59,http://9779.info/%E7%A2%8E%E5%B8%83%E5%A4%B4%E5%88%B6%E4%BD%9C%E8%B4%B4%E7%94%BB%E5%9B%BE%E8%A7%A3/,3,0,0,0,0,1,0,27,0,0,0,0,0,1,1,0,31,35,0,0,1,1,0,1,1,1
60,tavaresmovelaria.com,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19,0,0,1,1,1,1,1,1
61,http://netdna.bootstrapcdn.com/font-awesome/4.2.0/css/font-awesome.min.css,3,0,0,2,0,6,0,0,0,0,0,0,0,1,1,0,3,56,0,0,1,1,0,1,1,1
62,http://youkuedu.com/index.php/campus-display/13-2013-12-19-11-19-32,3,0,0,7,0,2,0,0,0,0,0,0,0,1,1,0,16,36,0,0,1,1,1,1,1,1
63,http://9779.info/%E5%88%9D%E4%B8%AD%E7%94%BB%E7%9A%84%E5%AE%89%E5%85%A8%E6%89%8B%E6%8A%84%E6%8A%A5/,3,0,0,0,0,1,0,27,0,0,0,0,0,1,1,0,35,31,0,0,1,1,0,1,1,1
64,http://9779.info/%E7%BA%A2%E7%BB%BF%E8%93%9D%E7%9A%B1%E7%BA%B9%E7%BA%B8%E7%B2%98%E8%B4%B4%E7%94%BB/,3,0,0,0,0,1,0,27,0,0,0,0,0,1,1,0,28,38,0,0,1,1,0,1,1,1
65,http://www.js182.com/app/member/SportOption.php?uid=guest&langx=gb,3,0,1,0,2,3,0,0,0,0,0,0,0,1,1,0,3,50,0,0,1,1,0,1,1,1
66,http://znsv.baidu.com/customer_search/api/js?sid=14553675342420242144,3,0,1,0,1,2,0,0,0,0,0,0,0,1,1,0,20,38,0,0,1,1,0,1,1,1
67,http://www.pubyun.com/wiki/lib/exe/js.php?tseed=f1f16e8c6142fab8553f2b9cfe045961,3,0,1,0,1,3,0,0,0,0,0,0,0,1,1,0,20,48,0,0,1,1,0,1,1,1
68,http://9779.info/%E5%85%B3%E4%BA%8E%E6%85%88%E7%88%B1%E7%B2%98%E8%B4%B4%E7%94%BB/,3,0,0,0,0,1,0,21,0,0,0,0,0,1,1,0,29,25,0,0,1,1,0,1,1,1
69,http://grasslandhotel.com.vn/index.php/tours/danangtours/items/fbtrack.js,3,0,0,0,0,4,0,0,0,0,0,0,0,1,1,0,0,61,0,0,1,1,1,1,1,1
70,http://9779.info/%E5%85%AD%E4%B8%80%E5%84%BF%E7%AB%A5%E6%8B%BC%E8%B4%B4%E7%94%BB/,3,0,0,0,0,1,0,21,0,0,0,0,0,1,1,0,24,30,0,0,1,1,0,1,1,1
71,http://3cf.ru/2015/07/21/hokkei-vladislav-tretiak-vydvinem-rotenberga-na-post-predsedatelia-pravleniia-fhr/,3,0,0,9,0,1,0,0,0,0,0,0,0,1,1,0,9,80,0,0,1,1,1,1,1,1
72,http://9779.info/%E5%89%AA%E8%B4%B4%E7%94%BB%E5%9B%BE%E7%89%87%E5%A4%A7%E5%85%A8/,3,0,0,0,0,1,0,21,0,0,0,0,0,1,1,0,27,27,0,0,1,1,0,1,1,1
73,http://grasslandhotel.com.vn/index.php/tours/culaochamtours/items/fbtrack.js,3,0,0,0,0,4,0,0,0,0,0,0,0,1,1,0,0,64,0,0,1,1,1,1,1,1
74,http://9779.info/%E7%9A%B1%E7%BA%B9%E7%BB%B3%E7%B2%98%E8%B4%B4%E7%94%BB/,3,0,0,0,0,1,0,18,0,0,0,0,0,1,1,0,21,27,0,0,1,1,0,1,1,1
75,http://9779.info/%E8%A5%BF%E7%93%9C%E5%AD%90%E7%9A%AE%E6%8B%BC%E8%B4%B4%E7%94%BB/,3,0,0,0,0,1,0,21,0,0,0,0,0,1,1,0,23,31,0,0,1,1,0,1,1,1
76,http://hotlinegsm.com/products/mobile-and-tablet/apple-iphone-4-detail,3,0,0,5,0,1,0,0,0,0,0,0,0,1,1,0,1,57,0,0,1,1,0,1,1,1
77,http://www.xj9599.com/app/member/indexs.php?path=pages&pages=help&uid=f554ab9b50d41d8cd98fra3,3,0,1,0,3,3,0,0,0,0,0,0,0,1,1,0,16,62,0,0,1,1,1,1,1,1
78,http://www3.upweb.net/peradmin/htmlfile/xc0602/200712130927571105679.JPG,3,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,26,36,0,0,1,1,0,1,1,1
79,http://hotlinegsm.com/products/mobile-and-tablet/nokia-asha-302-detail,3,0,0,5,0,1,0,0,0,0,0,0,0,1,1,0,3,55,0,0,1,1,0,1,1,1
80,http://www.xpj5988.com/pages/novice/register.htm;jsessionid=A77C20A90C6790855CB2882AD06183ED,3,0,0,0,1,3,0,0,0,0,0,0,0,1,1,0,26,55,0,0,1,1,1,1,1,1
81,dr-menschick.at,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0,1,1,1,1,1,1
82,http://9779.info/%E8%B1%86%E5%AD%90%E7%B2%98%E8%B4%B4%E7%94%BB%E7%94%A8%E4%BB%80%E4%B9%88%E7%B2%98/,3,0,0,0,0,1,0,27,0,0,0,0,0,1,1,0,36,30,0,0,1,1,0,1,1,1
83,http://9779.info/%E4%BA%B2%E5%AD%90%E6%AF%9B%E7%BA%BF%E8%B4%B4%E7%94%BB/,3,0,0,0,0,1,0,18,0,0,0,0,0,1,1,0,18,30,0,0,1,1,0,1,1,1
84,http://9779.info/%E5%B9%BF%E5%91%8A%E6%8B%9B%E8%B4%B4%E7%94%BB%E7%8E%AF%E4%BF%9D%E5%9B%BE%E7%89%87/,3,0,0,0,0,1,0,27,0,0,0,0,0,1,1,0,30,36,0,0,1,1,0,1,1,1
85,http://golfsource.us/index.php?option=com_content&view=article&id=7&Itemid=1,3,0,1,0,4,2,0,0,0,0,0,0,0,1,1,0,2,59,0,0,1,1,0,1,1,1
86,http://host66.hostmonster.com/suspended.page/disabled.cgi/cf-host.com,3,0,0,1,0,5,0,0,0,0,0,0,0,1,1,0,2,55,1,0,1,1,0,1,1,1
87,https://c...content-available-to-author-only...e.org/search?q=,3,0,1,4,1,7,0,0,0,0,0,0,0,1,1,1,0,45,0,0,1,1,1,1,1,1
88,chronic.com.hk,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,1,1,1,1,1
89,http://haishundl.com/a/qinpengqipaiguanfangxiazai/20131014/226.html,3,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,11,47,0,0,1,1,0,1,1,1
90,http://9779.info/%E5%89%AA%E8%B4%B4%E7%94%BB%E5%A9%9A%E7%BA%B1/,3,0,0,0,0,1,0,15,0,0,0,0,0,1,1,0,18,24,0,0,1,1,0,1,1,1
91,safety.apple.com.nlmalhmcvw.dwkummyh8ndpdenj.trade,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,44,0,0,1,1,1,1,1,1
92,http://shicaifanxin.cn/index.php?s=video/search/wd/%E5%BE%97%E5%BE%97%E7%88%B1,3,0,1,0,1,2,0,9,0,0,0,0,0,1,1,0,10,48,0,0,1,1,1,1,1,1
93,http://9779.info/%E6%A0%91%E5%8F%B6%E8%B4%B4%E7%94%BB%E4%BD%9C%E5%93%81/,3,0,0,0,0,1,0,18,0,0,0,0,0,1,1,0,24,24,0,0,1,1,0,1,1,1
94,http://www.thereefrestaurant.com/wp-content/plugins/wp-lightbox-2/styles/lightbox.min.css?ver=1.3.4,3,0,1,3,1,6,0,0,0,0,0,0,0,1,1,0,4,76,1,0,1,1,0,1,1,1
95,http://www.newstudy.net/community/Web_nMngr.aspx?pn=2&acaidx=0&board_idx=338&sflag=1&mflag=NOT&where_s=n_Sub&keyword_s=,3,0,1,0,7,3,0,0,0,0,0,0,0,1,1,0,6,86,0,0,1,1,0,1,1,1
96,http://9779.info/%E5%BF%AB%E4%B9%90%E6%9A%91%E5%81%87%E7%9A%84%E5%89%AA%E8%B4%B4%E7%94%BB/,3,0,0,0,0,1,0,24,0,0,0,0,0,1,1,0,31,29,0,0,1,1,0,1,1,1
97,http://grasslandhotel.com.vn/index.php/component/djcatalog2/item/3-hotelpromotion/16-newyearholiday,3,0,0,2,0,3,0,0,0,0,0,0,0,1,1,0,4,81,0,0,1,1,1,1,1,1
98,http://www.xpj5988.com/promotion.htm;jsessionid=A77C20A90C6790855CB2882AD06183ED,3,0,0,0,1,3,0,0,0,0,0,0,0,1,1,0,26,45,0,0,1,1,1,1,1,1
99,http://bisaneema.org/%e0%a4%85%e0%a4%96%e0%a4%bf%e0%a4%b2-%e0%a4%ad%e0%a4%be%e0%a4%b0%e0%a4%a4%e0%a5%80%e0%a4%af-%e0%a4%95%e0%a5%87%e0%a4%a8%e0%a5%8d%e0%a4%a6%e0%a5%8d%e0%a4%b0%e0%a5%80-%e0%a4%af-%e0%a4%aa%e0%a4%b0/,3,0,0,4,0,1,0,63,0,0,0,0,0,1,1,0,63,79,0,0,1,1,0,1,1,1
100,http://9779.info/%E5%B0%8F%E7%8F%AD%E5%B9%BC%E5%84%BF%E5%89%AA%E7%BA%B8%E8%B4%B4%E7%94%BB/,3,0,0,0,0,1,0,24,0,0,0,0,0,1,1,0,25,35,0,0,1,1,0,1,1,1
101,http://www.vilagnomad.com/wp-content/plugins/cforms146/js/cforms.js,3,0,0,1,0,3,0,0,0,0,0,0,0,1,1,0,3,52,0,0,1,1,0,1,1,1
102,craftcollectible.com/burst/quin/mjnj.bin,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,35,0,0,1,1,1,1,1,1
103,http://9779.info/%E7%B2%AE%E9%A3%9F%20%E7%B2%98%E8%B4%B4%E7%94%BB/,3,0,0,0,0,1,0,16,0,0,0,0,0,1,1,0,21,23,0,0,1,1,0,1,1,1
104,http://img8.007swz.com/cpimg/pintupinban/6houYePH28_1342686212.jpg,3,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,17,39,0,0,1,1,0,1,1,1
105,http://www.0068555.com/app/member/SportOption.php?uid=guest&langx=gb,3,0,1,0,2,3,0,0,0,0,0,0,0,1,1,0,7,48,0,0,1,1,1,1,1,1
106,http://www.114633.com/cl/?module=System&method=LiveTop&args=livehall,3,0,1,0,3,2,0,0,0,0,0,0,0,1,1,0,6,49,0,0,1,1,0,1,1,1
107,hutagosya.com,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,1,1,1,1,1
108,http://9779.info/%E5%B9%BC%E5%84%BF%E7%B2%98%E8%B4%B4%E7%94%BB%E6%A0%91%E5%8F%B6%E5%9B%BE%E7%89%87/,3,0,0,0,0,1,0,27,0,0,0,0,0,1,1,0,33,33,0,0,1,1,0,1,1,1
109,http://www.mt6669.com/cl/tpl/montecarlo/ver1/css/montecarlo.css?v=ver16.32,3,0,1,0,1,4,0,0,0,0,0,0,0,1,1,0,9,50,0,0,1,1,1,1,1,1
110,fapet.ipb.ac.id/isai/modules/mod_upgrade/bot.exe,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,39,0,0,1,1,1,1,1,1
111,safety.microsoft.com.xrhdpl.r9udntozlkvtbsczig.stream,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,47,1,0,1,1,1,1,1,1
112,http://bjpgqsc.com/gwzh/class/?0.html&page=2&showtj=&showhot=&key=,3,0,1,0,4,2,0,0,0,0,0,0,0,1,1,0,2,47,0,0,1,1,1,1,1,1
113,http://9779.info/%E7%A2%8E%E5%B8%83%E5%A4%B4%E5%88%B6%E4%BD%9C%E8%B4%B4%E7%94%BB%E6%95%99%E7%A8%8B/,3,0,0,0,0,1,0,27,0,0,0,0,0,1,1,0,34,32,0,0,1,1,1,1,1,1
114,http://chinesevie.com/index.php?option=com_content&view=article&id=443%3Ashou-zhu-dai-tu&catid=55%3Areading&Itemid=275&lang=en,3,0,1,3,6,2,0,2,0,0,0,0,0,1,1,0,10,92,0,0,1,1,1,1,1,1
115,http://9779.info/%E5%B9%BC%E5%84%BF%E5%9B%AD%E7%AA%97%E6%88%B7%E5%8D%A1%E7%BA%B8%E8%B4%B4%E7%94%BB/,3,0,0,0,0,1,0,27,0,0,0,0,0,1,1,0,29,37,0,0,1,1,1,1,1,1
116,http://www.jin0044.com/ipl/app/help.php?GameType=5837&lang=zh-cn&HALLID=3820004&State=0,3,0,1,1,4,3,0,0,0,0,0,0,0,1,1,0,16,53,0,0,1,1,1,1,1,1
117,http://grasslandhotel.com.vn/index.php/component/djcatalog2/items/fbtrack.js,3,0,0,0,0,4,0,0,0,0,0,0,0,1,1,0,1,63,0,0,1,1,1,1,1,1
118,http://9779.info/%E5%B9%BC%E5%84%BF%E5%9B%AD%E7%B2%98%E8%B4%B4%E7%94%BB%E8%AF%B4%E8%AF%BE%E7%A8%BF/,3,0,0,0,0,1,0,27,0,0,0,0,0,1,1,0,26,40,0,0,1,1,1,1,1,1
119,http://www.vilagnomad.com/tables/quick-loans-no-credit-check.php,3,0,0,4,0,3,0,0,0,0,0,0,0,1,1,0,0,52,0,0,1,1,1,1,1,1
120,http://9779.info/%E4%B8%AD%E5%AD%A6%E7%94%9F%E7%B2%98%E8%B4%B4%E7%94%BB%E4%BD%9C%E5%93%81/,3,0,0,0,0,1,0,24,0,0,0,0,0,1,1,0,29,31,0,0,1,1,1,1,1,1
121,http://linenghb.com/utopia-bedding-flat-sheet-100-cotton-for-maximum-softness-and-easy-care-elegant-double-stitched-tailoring-twin-white/,3,0,0,17,0,1,0,0,0,0,0,0,0,1,1,0,3,111,0,0,1,1,1,1,1,1
122,http://haishundl.com/a/qinpengqipaiguanfangxiazai/20131013/214.html,3,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,11,47,0,0,1,1,1,1,1,1
123,support-37rk7.stream,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,15,0,0,1,1,1,1,1,1
124,http://9779.info/%E7%A2%8E%E5%B8%83%E5%A4%B4%E5%88%B6%E4%BD%9C%E8%B4%B4%E7%94%BB/,3,0,0,0,0,1,0,21,0,0,0,0,0,1,1,0,26,28,0,0,1,1,1,1,1,1
125,http://9779.info/%E6%89%8B%E5%B7%A5%E8%B4%9D%E5%A3%B3%E7%B1%BB%E7%B2%98%E8%B4%B4%E7%94%BB/,3,0,0,0,0,1,0,24,0,0,0,0,0,1,1,0,29,31,0,0,1,1,1,1,1,1
126,http://www.fwjia.com/d/pic/p/2014/11/21/8e1086882934037d0757a40b539556b4.jpg,3,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,35,28,0,0,1,1,1,1,1,1
127,http://style.org.hc360.com/js/detail/scripts/hc.detail.indexMod.min.js,3,0,0,0,0,7,0,0,0,0,0,0,0,1,1,0,3,53,0,0,1,1,1,1,1,1
128,http://www.jin0044.com/cl/?module=System&method=LiveTop&args=livehall,3,0,1,0,3,2,0,0,0,0,0,0,0,1,1,0,4,52,0,0,1,1,1,1,1,1
129,http://www.ljks.cn/bbs/data/attachment/forum/201412/01/091835fk6nncpfzeeeeoqj.jpg,3,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,15,53,0,0,1,1,1,1,1,1
